DIMENSION:14473,
14766.6667,88800
14733.3333,87666.6667
14666.6667,87950
14650,88483.3333
14650,86233.3333
14566.6667,86633.3333
14550,88866.6667
14483.3333,88450
14466.6667,89133.3333
14400,87033.3333
14400,86133.3333
14383.3333,88950
14383.3333,88366.6667
14366.6667,88733.3333
14300,88700
14300,88483.3333
14283.3333,88200
14250,87683.3333
14216.6667,88433.3333
14183.3333,86900
14166.6667,87616.6667
14150,88650
14150,87350
14150,86733.3333
14133.3333,87283.3333
14100,87900
14100,87516.6667
14083.3333,88333.3333
14033.3333,88066.6667
14016.6667,87583.3333
13966.6667,88066.6667
13966.6667,87383.3333
13966.6667,86750
13933.3333,88300
13916.6667,87333.3333
13916.6667,87300
13916.6667,87133.3333
13866.6667,86633.3333
13800,88250
13800,87300
13750,87550
13716.6667,86850
13650,87583.3333
13650,87416.6667
13583.3333,87133.3333
13550,86866.6667
13516.6667,87116.6667
13500,87083.3333
13366.6667,87000
13183.3333,87066.6667
13716.6667,87283.3333
14750,88083.3333
13800,87450
13266.6667,87283.3333
13816.6667,87283.3333
14416.6667,87950
15316.6667,85833.3333
14416.6667,87950
15516.6667,87966.6667
15416.6667,87650
15016.6667,88733.3333
14883.3333,88616.6667
14800,88783.3333
13966.6667,88283.3333
13833.3333,88333.3333
13250,87650
14850,86483.3333
14800,86433.3333
14750,86483.3333
14700,86300
13650,87050
13566.6667,87166.6667
15416.6667,85533.3333
14250,87050
14116.6667,87583.3333
13733.3333,87066.6667
14066.6667,88466.6667
13066.6667,87033.3333
13766.6667,87466.6667
15083.3333,88483.3333
14200,87950
14033.3333,88216.6667
14000,86833.3333
13983.3333,88183.3333
13816.6667,86883.3333
13450,87183.3333
13416.6667,86900
13266.6667,87016.6667
15216.6667,85866.6667
14066.6667,86866.6667
13850,87533.3333
13800,87400
13766.6667,87550
13766.6667,87300
13750,87433.3333
13716.6667,86816.6667
13566.6667,87116.6667
13516.6667,87066.6667
13400,87716.6667
14533.3333,88783.3333
14566.6667,87833.3333
13633.3333,86966.6667
14866.6667,88516.6667
14283.3333,86766.6667
13916.6667,86316.6667
13750,87233.3333
14916.6667,87933.3333
13733.3333,87616.6667
14383.3333,88950
14933.3333,88900
15950,85850
14916.6667,88583.3333
14050,87183.3333
15150,88716.6667
14416.6667,87883.3333
14350,87566.6667
13800,88400
13733.3333,87450
14883.3333,88866.6667
14600,88833.3333
14483.3333,89116.6667
14483.3333,88550
14083.3333,88750
14866.6667,87333.3333
13816.6667,86683.3333
13800,87300
13766.6667,87300
13800,87300
14050,88533.3333
13866.6667,87216.6667
13800,87300
13766.6667,87300
15266.6667,86950
14933.3333,88333.3333
14800,88800
14733.3333,89033.3333
13916.6667,88200
13600,87716.6667
14716.6667,88016.6667
15333.3333,87566.6667
15300,87950
15183.3333,87766.6667
14866.6667,89150
14800,87400
14700,86316.6667
13616.6667,86983.3333
13233.3333,87066.6667
14600,88216.6667
13916.6667,87650
13233.3333,87066.6667
13483.3333,87033.3333
15383.3333,88016.6667
14550,87316.6667
14483.3333,88866.6667
13450,87383.3333
13366.6667,86983.3333
13900,86866.6667
14350,88666.6667
15783.3333,86533.3333
15450,88233.3333
15183.3333,86866.6667
15166.6667,88550
15033.3333,86816.6667
14900,86416.6667
14866.6667,87066.6667
14850,87333.3333
14816.6667,87966.6667
14750,87766.6667
14716.6667,87033.3333
14650,87316.6667
14583.3333,88183.3333
14583.3333,87583.3333
14566.6667,86700
14416.6667,86116.6667
14066.6667,86866.6667
13950,86516.6667
13833.3333,86666.6667
13683.3333,87383.3333
13533.3333,86900
13500,87216.6667
13266.6667,87050
13233.3333,86950
13083.3333,87066.6667
13700,87616.6667
13566.6667,87116.6667
14100,88300
14066.6667,88583.3333
13850,88366.6667
15633.3333,87950
13716.6667,87583.3333
13700,87583.3333
14900,87066.6667
13633.3333,87600
13616.6667,87250
14550,87100
14866.6667,87783.3333
14866.6667,87650
13616.6667,87600
13566.6667,87016.6667
13616.6667,87600
13566.6667,87016.6667
13500,86883.3333
13150,87366.6667
14550,87316.6667
14766.6667,87033.3333
13633.3333,87033.3333
13433.3333,87733.3333
14716.6667,88333.3333
14450,88516.6667
13633.3333,87033.3333
13916.6667,87233.3333
13816.6667,87666.6667
13550,87650
14850,89116.6667
13716.6667,87350
13550,87350
14983.3333,88800
14850,88833.3333
14483.3333,86366.6667
14550,86166.6667
13366.6667,87333.3333
14833.3333,88500
14033.3333,86466.6667
15100,83316.6667
15100,83316.6667
14816.6667,88550
13600,87516.6667
14583.3333,89150
13383.3333,86983.3333
14833.3333,86333.3333
14600,86583.3333
14483.3333,87183.3333
15700,85950
15350,87866.6667
15216.6667,86050
15050,88516.6667
14916.6667,88266.6667
14783.3333,88166.6667
14583.3333,86700
14566.6667,88883.3333
14433.3333,88983.3333
14183.3333,86883.3333
14100,86683.3333
13833.3333,86866.6667
13783.3333,86866.6667
14800,88600
14183.3333,86883.3333
14116.6667,88400
14000,88483.3333
14550,88133.3333
14433.3333,89166.6667
13866.6667,88300
13616.6667,87516.6667
13466.6667,87100
13100,87066.6667
15216.6667,86050
13416.6667,86783.3333
14433.3333,89166.6667
13883.3333,87683.3333
13600,87166.6667
13466.6667,87100
15466.6667,86466.6667
15300,86983.3333
15266.6667,88666.6667
14816.6667,86883.3333
14183.3333,88383.3333
14000,88100
15016.6667,86250
15350,87900
14816.6667,89133.3333
14816.6667,89116.6667
14700,88366.6667
14666.6667,88800
13366.6667,86966.6667
15016.6667,88300
13566.6667,86966.6667
13283.3333,87016.6667
15166.6667,86200
14550,89216.6667
13950,88266.6667
13816.6667,87100
13816.6667,87100
15733.3333,87900
15383.3333,88000
15266.6667,87866.6667
15066.6667,87466.6667
14983.3333,88200
14950,88866.6667
14700,86316.6667
14650,88783.3333
13300,87000
14766.6667,88783.3333
13650,87266.6667
13583.3333,87116.6667
14033.3333,88050
14600,88750
13550,87616.6667
13533.3333,87583.3333
13716.6667,86900
14133.3333,88683.3333
14300,88616.6667
14300,88616.6667
14366.6667,87500
14233.3333,88416.6667
14166.6667,88283.3333
15350,86833.3333
14283.3333,88133.3333
14133.3333,87616.6667
14000,86633.3333
13433.3333,86983.3333
13900,87600
13883.3333,87500
13833.3333,87616.6667
13300,87066.6667
14000,88300
13616.6667,87500
14000,88300
13616.6667,87716.6667
13500,86833.3333
15166.6667,87533.3333
15783.3333,85083.3333
15750,85783.3333
14566.6667,89216.6667
13283.3333,86883.3333
14566.6667,89216.6667
13833.3333,87516.6667
14966.6667,88800
13783.3333,87550
14500,88800
14100,87650
14033.3333,88600
13750,87550
13733.3333,86900
13666.6667,87500
13583.3333,87766.6667
13283.3333,87350
13800,87600
14433.3333,89333.3333
14966.6667,89150
13883.3333,86533.3333
13500,87483.3333
13500,87483.3333
14566.6667,86216.6667
14483.3333,87133.3333
13866.6667,87216.6667
13816.6667,87266.6667
13766.6667,87350
13633.3333,87633.3333
13433.3333,87516.6667
13433.3333,86933.3333
14966.6667,88700
13900,88216.6667
13700,87300
13450,87300
13333.3333,87650
13383.3333,87050
13166.6667,87383.3333
14650,88783.3333
14750,88083.3333
15050,86900
14833.3333,88500
14816.6667,88116.6667
14100,88500
13866.6667,88350
13716.6667,86850
13916.6667,86783.3333
14116.6667,87066.6667
13533.3333,86950
14883.3333,87816.6667
14883.3333,87300
14850,88116.6667
14733.3333,88266.6667
14666.6667,88683.3333
13866.6667,87633.3333
14333.3333,88750
13566.6667,87033.3333
14700,87750
14950,88316.6667
14800,88716.6667
14450,88666.6667
14416.6667,88816.6667
14216.6667,86983.3333
13750,87233.3333
15733.3333,86583.3333
15466.6667,86950
15250,88033.3333
15250,85816.6667
15133.3333,88733.3333
14950,88350
14916.6667,85850
14850,87316.6667
14783.3333,88383.3333
14683.3333,88716.6667
14500,87183.3333
14450,87933.3333
14133.3333,88766.6667
14000,87533.3333
13950,87133.3333
13783.3333,87300
13650,87650
13533.3333,87433.3333
13466.6667,87183.3333
13450,87033.3333
13416.6667,86850
13366.6667,86883.3333
15166.6667,88283.3333
14883.3333,88150
14816.6667,88583.3333
13966.6667,87366.6667
13650,86933.3333
14983.3333,89133.3333
14666.6667,87300
14550,88850
14283.3333,88450
14183.3333,88683.3333
14066.6667,88316.6667
13800,87133.3333
13483.3333,86900
13916.6667,87383.3333
13716.6667,87083.3333
14783.3333,88500
15250,88033.3333
14500,87850
14966.6667,88783.3333
14083.3333,88750
14500,87850
13783.3333,86683.3333
13633.3333,86933.3333
13616.6667,87666.6667
14966.6667,88783.3333
14083.3333,88750
13616.6667,87066.6667
14233.3333,88750
13933.3333,88283.3333
13883.3333,86850
13850,87500
13716.6667,86933.3333
13700,87066.6667
13666.6667,87066.6667
13583.3333,87116.6667
13483.3333,87683.3333
13483.3333,87050
13783.3333,86800
13400,86866.6667
13550,87616.6667
15766.6667,87850
15133.3333,87116.6667
15133.3333,87116.6667
14616.6667,88750
14283.3333,88500
15133.3333,88183.3333
14566.6667,87333.3333
16500,85866.6667
13333.3333,86783.3333
13633.3333,86816.6667
14183.3333,87133.3333
14433.3333,89250
14066.6667,87850
14066.6667,87850
15833.3333,85816.6667
14466.6667,87850
15100,85533.3333
15100,85533.3333
15100,85533.3333
14866.6667,87616.6667
14850,88833.3333
13816.6667,87250
13600,87183.3333
15750,86550
14100,88566.6667
15100,85533.3333
15366.6667,88116.6667
15283.3333,88433.3333
15166.6667,85883.3333
14866.6667,86166.6667
14766.6667,89150
15333.3333,88000
14150,88666.6667
14983.3333,88850
15566.6667,87833.3333
15983.3333,85066.6667
14233.3333,88350
14533.3333,89116.6667
14883.3333,87283.3333
14866.6667,88833.3333
14783.3333,87750
14533.3333,89116.6667
14233.3333,88350
14016.6667,87816.6667
13866.6667,87800
16350,86500
16316.6667,86516.6667
15050,88266.6667
15166.6667,86200
14550,87316.6667
13850,88266.6667
13816.6667,87233.3333
13833.3333,86866.6667
16416.6667,86300
13783.3333,86500
15150,86750
15150,86750
16416.6667,86300
15766.6667,86533.3333
15583.3333,87233.3333
15266.6667,83433.3333
15266.6667,83433.3333
15066.6667,87183.3333
13233.3333,87083.3333
14816.6667,86250
14216.6667,88816.6667
14950,87283.3333
13816.6667,86816.6667
15583.3333,86416.6667
14783.3333,88800
14750,89083.3333
15583.3333,86416.6667
14883.3333,88066.6667
14783.3333,88800
13500,86883.3333
14466.6667,88716.6667
14750,88783.3333
14966.6667,88633.3333
15916.6667,85866.6667
14016.6667,88416.6667
14650,88083.3333
14983.3333,88883.3333
14950,89033.3333
14933.3333,88766.6667
14933.3333,87683.3333
14916.6667,87366.6667
14900,88500
14883.3333,88933.3333
14816.6667,88816.6667
14766.6667,88733.3333
14683.3333,88050
14550,86566.6667
14283.3333,87933.3333
14283.3333,86900
14050,87750
14000,86750
13850,88350
13816.6667,86533.3333
13783.3333,87683.3333
13700,86850
14816.6667,88816.6667
14766.6667,88733.3333
13700,87533.3333
14200,88750
14850,88933.3333
15333.3333,83616.6667
15766.6667,86816.6667
15783.3333,86850
15733.3333,86850
15783.3333,86866.6667
14600,87466.6667
14000,86883.3333
14400,87783.3333
14033.3333,86583.3333
15150,83683.3333
15616.6667,87350
15150,83683.3333
15616.6667,87350
13950,86533.3333
13916.6667,88216.6667
15616.6667,88316.6667
15816.6667,85966.6667
15766.6667,85166.6667
15666.6667,88200
15283.3333,87483.3333
15150,87883.3333
15100,87766.6667
13883.3333,86550
13950,86533.3333
14883.3333,86750
15150,88283.3333
15150,88166.6667
14066.6667,88300
13883.3333,88400
13766.6667,87616.6667
14783.3333,88833.3333
14783.3333,88833.3333
14700,88933.3333
15850,85233.3333
15183.3333,83500
15850,85233.3333
14200,88616.6667
15500,88216.6667
13950,86533.3333
13733.3333,87033.3333
13950,86533.3333
14883.3333,86750
15100,87333.3333
15033.3333,87350
14566.6667,88466.6667
15633.3333,88233.3333
13666.6667,87416.6667
14683.3333,89050
13850,87533.3333
14233.3333,88433.3333
14633.3333,89050
13650,87000
13850,87533.3333
13850,87533.3333
14366.6667,88983.3333
13850,87533.3333
14733.3333,89083.3333
15200,88666.6667
15050,88333.3333
14966.6667,89000
14950,88816.6667
14533.3333,86833.3333
14966.6667,88566.6667
14966.6667,88566.6667
13916.6667,88416.6667
15083.3333,88083.3333
15066.6667,85416.6667
15733.3333,87566.6667
15733.3333,87566.6667
15100,85533.3333
15733.3333,87566.6667
14083.3333,87550
14800,88716.6667
14950,87266.6667
13583.3333,86916.6667
14950,87266.6667
15150,87566.6667
14716.6667,88966.6667
13633.3333,87583.3333
13933.3333,87233.3333
13500,86933.3333
13583.3333,87100
14750,88400
15566.6667,87683.3333
14183.3333,87400
13933.3333,88283.3333
14183.3333,88766.6667
14650,86916.6667
14833.3333,86633.3333
13966.6667,87050
13483.3333,87016.6667
13483.3333,87016.6667
13800,87183.3333
15283.3333,88000
14883.3333,88200
15750,87116.6667
15500,87133.3333
14650,88866.6667
14100,88700
15300,83550
15066.6667,88683.3333
15250,87333.3333
14583.3333,87550
15016.6667,88883.3333
15050,88400
14783.3333,88200
14966.6667,89116.6667
14583.3333,87550
15050,88400
14966.6667,89116.6667
15166.6667,88200
15250,87333.3333
15083.3333,88133.3333
14900,88400
14833.3333,88183.3333
13483.3333,87683.3333
15133.3333,88200
14416.6667,88750
14416.6667,88750
15150,88166.6667
15666.6667,88200
13800,87050
15200,87250
14350,88633.3333
14416.6667,88550
14633.3333,89050
15533.3333,86116.6667
15533.3333,86116.6667
15266.6667,86216.6667
15650,87883.3333
14783.3333,87583.3333
14950,88433.3333
14933.3333,86650
14933.3333,86633.3333
14900,88383.3333
14050,88000
14050,88000
14866.6667,88466.6667
14066.6667,88416.6667
14000,87100
14000,87100
14483.3333,88816.6667
14450,88550
13833.3333,87250
14266.6667,87916.6667
13850,88233.3333
15216.6667,83400
15433.3333,83833.3333
15166.6667,83483.3333
15516.6667,84316.6667
14950,88433.3333
14883.3333,88200
14616.6667,87133.3333
14466.6667,88483.3333
14116.6667,87200
13933.3333,86733.3333
13800,86800
15000,88650
14750,88933.3333
14733.3333,87683.3333
14066.6667,87766.6667
13950,86400
13700,87433.3333
15466.6667,86266.6667
15516.6667,84316.6667
14616.6667,88000
15783.3333,87316.6667
14716.6667,87600
15816.6667,86683.3333
14600,84600
15533.3333,87700
13650,87083.3333
16350,86450
15050,84950
15433.3333,83833.3333
15083.3333,83550
14700,86300
14016.6667,87100
14933.3333,86583.3333
13900,87000
13800,88350
13650,87650
15350,86766.6667
13866.6667,88350
13700,87383.3333
13183.3333,87083.3333
15616.6667,86800
15316.6667,88050
15066.6667,87633.3333
14700,87416.6667
15316.6667,88050
15066.6667,87633.3333
14216.6667,88633.3333
14200,86233.3333
14183.3333,87000
13716.6667,87583.3333
13533.3333,87216.6667
13500,87366.6667
13316.6667,87583.3333
14233.3333,88800
15400,86666.6667
15466.6667,86683.3333
15250,87300
14933.3333,86583.3333
14950,87266.6667
15266.6667,87133.3333
15183.3333,86933.3333
14250,87500
14100,88750
13966.6667,86450
13883.3333,88333.3333
13783.3333,87633.3333
13766.6667,87283.3333
13683.3333,87433.3333
13816.6667,87316.6667
14550,86883.3333
13883.3333,86866.6667
13566.6667,86966.6667
14633.3333,87566.6667
16300,86550
16300,86550
15366.6667,87916.6667
15150,88283.3333
14933.3333,86816.6667
14033.3333,88266.6667
13966.6667,88183.3333
13033.3333,87000
15350,86983.3333
13600,87516.6667
14350,86650
15633.3333,88300
13750,87216.6667
15166.6667,87966.6667
14133.3333,88483.3333
15133.3333,88233.3333
15483.3333,88100
15416.6667,88450
15416.6667,88450
15266.6667,88233.3333
15200,85800
13900,87516.6667
15683.3333,86483.3333
14900,88616.6667
14850,88733.3333
14816.6667,87416.6667
14733.3333,87666.6667
14483.3333,87100
14400,86883.3333
14366.6667,87016.6667
14166.6667,87183.3333
13933.3333,88283.3333
13833.3333,88333.3333
13700,87433.3333
13483.3333,87166.6667
15166.6667,88100
15050,86400
14850,89183.3333
14850,88733.3333
14816.6667,88783.3333
14783.3333,87683.3333
14483.3333,87100
14366.6667,87016.6667
14283.3333,86533.3333
14166.6667,87183.3333
13833.3333,88333.3333
13816.6667,86900
13800,87516.6667
13800,86683.3333
13750,86900
13716.6667,86933.3333
13416.6667,87100
14266.6667,88933.3333
13950,86583.3333
13900,87683.3333
14566.6667,88866.6667
13283.3333,87033.3333
15233.3333,86533.3333
15166.6667,87700
16316.6667,86516.6667
15800,86716.6667
15416.6667,87833.3333
15350,86066.6667
15116.6667,88300
14650,86200
14083.3333,88650
15350,88033.3333
14316.6667,87900
13933.3333,87333.3333
15600,87966.6667
15116.6667,85716.6667
15750,85783.3333
15750,85783.3333
15583.3333,88366.6667
15316.6667,87133.3333
14850,87766.6667
14016.6667,87933.3333
14016.6667,87933.3333
14016.6667,87933.3333
14566.6667,88866.6667
15033.3333,88033.3333
14916.6667,87900
14916.6667,87900
14866.6667,89216.6667
14700,87683.3333
14683.3333,87183.3333
14100,88583.3333
13950,86900
13850,88333.3333
13850,87683.3333
13850,87533.3333
14833.3333,86016.6667
15800,86616.6667
13666.6667,87416.6667
13650,87533.3333
14400,88650
14850,89183.3333
14200,88450
14933.3333,88900
15566.6667,86216.6667
15450,87883.3333
15450,87900
15616.6667,85183.3333
15450,87900
14083.3333,88250
14983.3333,88600
14133.3333,88466.6667
14083.3333,88250
14566.6667,88533.3333
14200,88483.3333
14133.3333,88466.6667
14083.3333,88250
13966.6667,87366.6667
15033.3333,86516.6667
14966.6667,88733.3333
14233.3333,88700
14066.6667,88383.3333
13850,87516.6667
13416.6667,88216.6667
15450,87900
14833.3333,89150
13433.3333,87116.6667
13750,87550
13683.3333,87683.3333
13433.3333,87116.6667
13616.6667,87050
14100,88750
13366.6667,87250
14816.6667,86900
14500,88783.3333
14116.6667,88550
14116.6667,88550
14733.3333,88766.6667
14616.6667,88616.6667
14816.6667,88633.3333
14133.3333,88800
14133.3333,86300
15300,85633.3333
14783.3333,88600
14850,88366.6667
14183.3333,88550
14383.3333,89183.3333
14016.6667,88316.6667
13600,87650
13100,87433.3333
13600,87600
15133.3333,88216.6667
14616.6667,86650
14566.6667,88966.6667
14100,88300
13950,87850
13950,87850
13433.3333,87750
14566.6667,88450
14566.6667,88450
14566.6667,88450
13866.6667,86450
13850,86466.6667
14800,88166.6667
14316.6667,87833.3333
13983.3333,87283.3333
14833.3333,88850
15166.6667,88133.3333
14316.6667,87833.3333
13983.3333,87283.3333
14833.3333,88850
14716.6667,88416.6667
13216.6667,87000
14800,88166.6667
13983.3333,87283.3333
15166.6667,88133.3333
15166.6667,88716.6667
14600,87650
14000,88316.6667
15166.6667,88716.6667
15633.3333,86050
14983.3333,88866.6667
14983.3333,87933.3333
14900,89133.3333
14833.3333,88850
14800,88166.6667
14666.6667,86783.3333
14516.6667,87700
14500,89216.6667
14350,88450
14300,88966.6667
14233.3333,87233.3333
14033.3333,88333.3333
13616.6667,87400
13533.3333,87200
14900,89066.6667
14883.3333,88700
14850,88800
14250,88500
14200,88833.3333
14283.3333,88633.3333
14200,88833.3333
15283.3333,88033.3333
14150,86733.3333
13716.6667,86833.3333
14983.3333,87400
14133.3333,88466.6667
13466.6667,87400
14050,86150
14983.3333,88883.3333
13500,87100
15100,86500
14083.3333,87216.6667
13600,87716.6667
15633.3333,88283.3333
15100,87800
14450,87633.3333
14066.6667,88583.3333
13400,86850
15716.6667,86883.3333
15783.3333,87316.6667
15783.3333,87316.6667
15666.6667,87316.6667
15033.3333,86900
15033.3333,89033.3333
14100,87166.6667
14050,87216.6667
15866.6667,85800
14100,87183.3333
14966.6667,86416.6667
15033.3333,88316.6667
13466.6667,86800
13950,88283.3333
15666.6667,87200
15583.3333,86783.3333
14083.3333,88316.6667
14483.3333,88400
14750,88533.3333
14300,88883.3333
14450,88666.6667
14416.6667,88983.3333
15116.6667,88066.6667
14533.3333,87716.6667
15283.3333,86183.3333
15166.6667,88650
14166.6667,88616.6667
15633.3333,87116.6667
15616.6667,87150
15133.3333,88716.6667
15650,86083.3333
14850,88733.3333
14600,88466.6667
15150,88133.3333
13866.6667,87216.6667
15116.6667,83666.6667
14116.6667,88483.3333
16283.3333,86583.3333
16283.3333,86583.3333
14283.3333,86983.3333
13950,87333.3333
13950,87333.3333
15400,88150
15050,86500
14933.3333,86733.3333
14866.6667,86033.3333
14833.3333,86616.6667
14650,86233.3333
14316.6667,88333.3333
14283.3333,86983.3333
14233.3333,88216.6667
14216.6667,87183.3333
13950,87333.3333
13916.6667,87000
13883.3333,87300
13866.6667,86600
13800,87300
13783.3333,87233.3333
13233.3333,86983.3333
13183.3333,87116.6667
14316.6667,87900
15900,84816.6667
15850,84766.6667
15233.3333,83400
15233.3333,83400
15900,84816.6667
15750,86916.6667
16316.6667,86533.3333
15900,84816.6667
15850,84766.6667
16316.6667,86533.3333
15783.3333,86083.3333
14100,88533.3333
15600,87933.3333
14450,87966.6667
14433.3333,88483.3333
15833.3333,84516.6667
16000,85133.3333
14783.3333,87583.3333
15416.6667,87850
13800,87050
14716.6667,88633.3333
14383.3333,88583.3333
15100,88483.3333
14200,87283.3333
14216.6667,87283.3333
14200,87283.3333
15033.3333,83266.6667
15033.3333,83266.6667
15033.3333,83266.6667
15033.3333,83266.6667
15033.3333,83266.6667
15033.3333,83266.6667
15500,86383.3333
15500,86383.3333
15616.6667,84066.6667
15616.6667,84066.6667
15433.3333,86533.3333
15716.6667,84766.6667
13650,86950
15300,88500
13883.3333,87183.3333
15050,87183.3333
14666.6667,88716.6667
14183.3333,87633.3333
15016.6667,88733.3333
14566.6667,88883.3333
14533.3333,87750
15833.3333,85150
15916.6667,85233.3333
13916.6667,87300
14666.6667,88716.6667
14166.6667,87966.6667
14500,88033.3333
14000,87100
14916.6667,87933.3333
13850,87550
14916.6667,88450
14333.3333,87550
14600,87883.3333
14916.6667,88450
14316.6667,88450
14016.6667,87850
13916.6667,87516.6667
14266.6667,88116.6667
15050,86683.3333
14050,86100
15750,87933.3333
14650,88600
15750,87933.3333
14650,88600
13950,87400
14800,87816.6667
14183.3333,87216.6667
14083.3333,87250
14083.3333,87016.6667
14000,86633.3333
15750,87933.3333
15000,88316.6667
13883.3333,86850
13766.6667,87266.6667
14550,88616.6667
14233.3333,88516.6667
14566.6667,87900
13916.6667,87300
13916.6667,87300
13916.6667,87300
14583.3333,88433.3333
14183.3333,88050
15700,86266.6667
14383.3333,88300
14383.3333,88300
13516.6667,87116.6667
13583.3333,87500
13550,87066.6667
13516.6667,87116.6667
14800,86583.3333
14150,88750
15233.3333,88500
14200,88616.6667
14116.6667,88550
14116.6667,88550
14200,88616.6667
15316.6667,86900
14850,86550
14850,86550
14800,86583.3333
14150,88233.3333
15416.6667,87983.3333
15033.3333,86866.6667
14916.6667,87283.3333
15616.6667,87966.6667
14633.3333,87866.6667
14633.3333,87866.6667
15416.6667,86716.6667
14883.3333,86266.6667
14650,88300
14450,88250
14300,88483.3333
13666.6667,87400
13650,87383.3333
14833.3333,89200
13783.3333,88400
13300,87200
15616.6667,87950
14883.3333,88400
14466.6667,88066.6667
13300,87200
15100,88150
14283.3333,88133.3333
14283.3333,88133.3333
13966.6667,87300
14833.3333,89200
13666.6667,87733.3333
13666.6667,87733.3333
13966.6667,87300
14650,88950
15750,87983.3333
15400,86583.3333
15600,87333.3333
14200,87033.3333
14200,87033.3333
14483.3333,88666.6667
14483.3333,88666.6667
14300,88716.6667
15233.3333,88583.3333
15233.3333,88583.3333
15133.3333,88150
15166.6667,88533.3333
15850,85083.3333
14750,88933.3333
14750,88933.3333
14116.6667,88383.3333
14083.3333,88500
14116.6667,88766.6667
15100,86083.3333
14316.6667,87900
14316.6667,87900
14316.6667,87900
15116.6667,88200
15350,86833.3333
13366.6667,86933.3333
13800,86700
13800,86683.3333
14166.6667,88000
14283.3333,88516.6667
15050,88300
15050,88300
14533.3333,88716.6667
14416.6667,88583.3333
14750,89083.3333
14133.3333,87116.6667
14283.3333,86766.6667
14250,86816.6667
15050,87533.3333
14550,88833.3333
14916.6667,87200
15266.6667,87483.3333
15266.6667,87483.3333
14283.3333,88150
14283.3333,88150
15483.3333,88116.6667
14600,88816.6667
15033.3333,89083.3333
13716.6667,86900
14783.3333,89150
13550,86933.3333
13883.3333,88366.6667
13766.6667,87550
14183.3333,87650
13883.3333,87666.6667
14516.6667,87750
14516.6667,87750
14516.6667,87750
14516.6667,87750
14916.6667,87783.3333
14916.6667,87783.3333
14216.6667,88933.3333
13466.6667,87033.3333
15700,86200
13816.6667,86683.3333
14483.3333,88766.6667
14316.6667,87916.6667
14066.6667,86300
15850,85233.3333
13583.3333,86883.3333
15233.3333,88016.6667
15383.3333,87933.3333
15250,88083.3333
14850,86166.6667
14450,87000
14250,87300
14850,87900
14583.3333,87433.3333
14133.3333,88833.3333
13850,87533.3333
13766.6667,87300
13700,87200
13116.6667,87000
14116.6667,88766.6667
14616.6667,86300
13750,87150
13616.6667,86900
15500,86550
14616.6667,88016.6667
14166.6667,88750
14033.3333,88516.6667
13733.3333,87583.3333
13616.6667,87250
13733.3333,87583.3333
15833.3333,85783.3333
14250,87683.3333
14116.6667,88566.6667
14350,88883.3333
14333.3333,87050
14133.3333,88616.6667
14133.3333,88616.6667
15283.3333,87450
15250,87233.3333
15350,86733.3333
14833.3333,87750
15850,87850
15433.3333,88016.6667
15233.3333,88533.3333
13300,87283.3333
15200,87050
15100,88683.3333
15250,87700
15116.6667,88283.3333
14983.3333,87833.3333
14850,88866.6667
14850,88833.3333
14666.6667,87950
14500,89300
14333.3333,87416.6667
13650,87133.3333
13616.6667,87266.6667
13716.6667,87066.6667
14566.6667,87716.6667
13716.6667,87066.6667
13716.6667,87066.6667
13900,86866.6667
15250,87316.6667
14633.3333,87816.6667
13950,87316.6667
13950,87300
13900,86866.6667
13883.3333,87666.6667
13716.6667,86850
13650,87133.3333
14000,86800
14350,87133.3333
14250,87500
14183.3333,86783.3333
13916.6667,87016.6667
13866.6667,87483.3333
13833.3333,86900
13800,86733.3333
13550,86983.3333
13533.3333,87150
14850,87900
14400,87300
14333.3333,87900
14250,86866.6667
14016.6667,87066.6667
13916.6667,87016.6667
13883.3333,87666.6667
13716.6667,86850
15400,87333.3333
14116.6667,88566.6667
14283.3333,88133.3333
14450,88650
14566.6667,86700
14566.6667,86700
13400,86783.3333
15716.6667,88100
15633.3333,87950
13400,86783.3333
14566.6667,88600
15716.6667,86183.3333
15516.6667,88050
15566.6667,87933.3333
13816.6667,86516.6667
15566.6667,87933.3333
13716.6667,87050
15266.6667,86183.3333
14516.6667,88750
14016.6667,87700
14000,87466.6667
13916.6667,87850
13883.3333,88233.3333
15083.3333,88233.3333
13633.3333,87316.6667
14600,87116.6667
15033.3333,88700
13483.3333,87150
15416.6667,87616.6667
15383.3333,87633.3333
13716.6667,86816.6667
15000,87733.3333
13316.6667,87266.6667
15233.3333,86216.6667
14416.6667,88033.3333
13800,87550
14233.3333,86900
13900,87533.3333
14766.6667,88966.6667
15233.3333,86216.6667
15116.6667,88550
14866.6667,88933.3333
14800,88816.6667
14500,88866.6667
14350,87850
13633.3333,86800
14833.3333,89083.3333
15150,88133.3333
14866.6667,88500
14816.6667,87800
14716.6667,88400
14433.3333,88600
14250,88700
14233.3333,88200
14100,88000
13616.6667,86966.6667
14033.3333,88533.3333
14050,88516.6667
13916.6667,87616.6667
13916.6667,87616.6667
14900,88383.3333
14866.6667,88183.3333
14583.3333,88466.6667
14183.3333,88750
14183.3333,87833.3333
14133.3333,87283.3333
14133.3333,87266.6667
14116.6667,87033.3333
14033.3333,88583.3333
13866.6667,88266.6667
13816.6667,87250
13750,86800
13666.6667,87500
13650,87050
13633.3333,87050
13533.3333,87316.6667
13400,87066.6667
15083.3333,86466.6667
14716.6667,86133.3333
14950,88200
14683.3333,86133.3333
