DIMENSION:10639,
63516.6667,30000
63533.3333,22533.3333
63533.3333,22700
63533.3333,22716.6667
63533.3333,22933.3333
63533.3333,23066.6667
63533.3333,23183.3333
63533.3333,23416.6667
63533.3333,23500
63533.3333,23616.6667
63533.3333,23700
63533.3333,23733.3333
63533.3333,24650
63533.3333,26800
63533.3333,27083.3333
63533.3333,27250
63533.3333,27500
63533.3333,27750
63533.3333,27966.6667
63533.3333,28883.3333
63533.3333,28900
63533.3333,28933.3333
63533.3333,28950
63533.3333,28966.6667
63533.3333,29533.3333
63533.3333,29716.6667
63550,22516.6667
63550,22983.3333
63550,23516.6667
63550,23700
63550,23716.6667
63550,23983.3333
63550,25383.3333
63550,25800
63550,26083.3333
63550,26100
63550,26716.6667
63550,29100
63550,29116.6667
63550,29183.3333
63550,29233.3333
63550,30250
63566.6667,22550
63566.6667,22566.6667
63566.6667,22583.3333
63566.6667,22850
63566.6667,23383.3333
63566.6667,23516.6667
63566.6667,23950
63566.6667,24516.6667
63566.6667,25250
63566.6667,25566.6667
63566.6667,25983.3333
63566.6667,26066.6667
63566.6667,26200
63566.6667,26216.6667
63566.6667,26266.6667
63566.6667,26466.6667
63566.6667,26500
63566.6667,26600
63566.6667,26750
63566.6667,26816.6667
63566.6667,26883.3333
63566.6667,26933.3333
63566.6667,27183.3333
63566.6667,27366.6667
63566.6667,27466.6667
63566.6667,27516.6667
63566.6667,27583.3333
63566.6667,27616.6667
63566.6667,27750
63566.6667,28950
63566.6667,29050
63566.6667,29516.6667
63566.6667,29583.3333
63583.3333,22533.3333
63583.3333,22550
63583.3333,22600
63583.3333,22616.6667
63583.3333,22666.6667
63583.3333,22683.3333
63583.3333,22866.6667
63583.3333,23050
63583.3333,23116.6667
63583.3333,23133.3333
63583.3333,23600
63583.3333,23733.3333
63583.3333,23866.6667
63583.3333,23916.6667
63583.3333,25733.3333
63583.3333,25800
63583.3333,26250
63583.3333,26416.6667
63583.3333,26850
63583.3333,26883.3333
63583.3333,27166.6667
63583.3333,27316.6667
63583.3333,27583.3333
63583.3333,28550
63583.3333,28750
63583.3333,28900
63600,22500
63600,22700
63600,22766.6667
63600,22800
63600,22850
63600,23000
63600,23033.3333
63600,23066.6667
63600,23083.3333
63600,23100
63600,23500
63600,23666.6667
63600,23833.3333
63600,24033.3333
63600,24083.3333
63600,26066.6667
63600,26100
63600,26233.3333
63600,26616.6667
63600,26750
63600,26950
63600,27050
63600,27150
63600,27333.3333
63600,27600
63600,27800
63600,27966.6667
63600,28166.6667
63600,28950
63600,29216.6667
63600,30150
63616.6667,22600
63616.6667,22816.6667
63616.6667,22883.3333
63616.6667,22916.6667
63616.6667,22983.3333
63616.6667,23033.3333
63616.6667,23116.6667
63616.6667,23216.6667
63616.6667,23533.3333
63616.6667,23633.3333
63616.6667,23783.3333
63616.6667,24033.3333
63616.6667,24416.6667
63616.6667,24900
63616.6667,26050
63616.6667,26066.6667
63616.6667,26350
63616.6667,26516.6667
63616.6667,26550
63616.6667,26666.6667
63616.6667,26850
63616.6667,27150
63616.6667,27483.3333
63616.6667,27650
63616.6667,28683.3333
63616.6667,28750
63616.6667,28800
63616.6667,28900
63616.6667,29050
63616.6667,29116.6667
63616.6667,29200
63633.3333,22533.3333
63633.3333,22666.6667
63633.3333,22800
63633.3333,22866.6667
63633.3333,22966.6667
63633.3333,22983.3333
63633.3333,23316.6667
63633.3333,23600
63633.3333,23650
63633.3333,24100
63633.3333,25050
63633.3333,25866.6667
63633.3333,25950
63633.3333,25983.3333
63633.3333,26066.6667
63633.3333,26116.6667
63633.3333,26383.3333
63633.3333,26950
63633.3333,27066.6667
63633.3333,27133.3333
63633.3333,27216.6667
63633.3333,27400
63633.3333,27450
63633.3333,27566.6667
63633.3333,29066.6667
63633.3333,30083.3333
63650,22683.3333
63650,22700
63650,22716.6667
63650,22750
63650,23000
63650,23200
63650,23233.3333
63650,23300
63650,23400
63650,23433.3333
63650,23483.3333
63650,24016.6667
63650,24383.3333
63650,25083.3333
63650,25850
63650,26616.6667
63650,27550
63650,27716.6667
63650,28400
63650,28883.3333
63650,29233.3333
63650,29366.6667
63650,29850
63666.6667,22583.3333
63666.6667,22600
63666.6667,22633.3333
63666.6667,22683.3333
63666.6667,22700
63666.6667,22716.6667
63666.6667,22783.3333
63666.6667,22900
63666.6667,23416.6667
63666.6667,23600
63666.6667,24783.3333
63666.6667,25900
63666.6667,26050
63666.6667,26300
63666.6667,26400
63666.6667,26900
63666.6667,26966.6667
63666.6667,27066.6667
63666.6667,27300
63666.6667,27333.3333
63666.6667,27516.6667
63666.6667,27833.3333
63666.6667,28800
63666.6667,30050
63683.3333,22650
63683.3333,22750
63683.3333,22783.3333
63683.3333,22866.6667
63683.3333,23366.6667
63683.3333,23466.6667
63683.3333,23983.3333
63683.3333,24366.6667
63683.3333,24783.3333
63683.3333,25216.6667
63683.3333,25983.3333
63683.3333,26533.3333
63683.3333,26766.6667
63683.3333,26800
63683.3333,27416.6667
63683.3333,28516.6667
63683.3333,28616.6667
63683.3333,28950
63683.3333,29366.6667
63683.3333,29433.3333
63683.3333,29666.6667
63683.3333,30033.3333
63700,22700
63700,22716.6667
63700,22750
63700,22933.3333
63700,23116.6667
63700,23183.3333
63700,23300
63700,23333.3333
63700,23350
63700,23466.6667
63700,23883.3333
63700,23900
63700,25966.6667
63700,26200
63700,26250
63700,26700
63700,27200
63700,27216.6667
63700,27433.3333
63700,27516.6667
63700,27583.3333
63700,27683.3333
63700,28800
63700,28933.3333
63700,29066.6667
63700,29216.6667
63716.6667,22983.3333
63716.6667,23033.3333
63716.6667,23083.3333
63716.6667,23116.6667
63716.6667,23333.3333
63716.6667,23533.3333
63716.6667,23950
63716.6667,24300
63716.6667,25966.6667
63716.6667,26483.3333
63716.6667,26750
63716.6667,26966.6667
63716.6667,27066.6667
63716.6667,27116.6667
63716.6667,27366.6667
63716.6667,27383.3333
63716.6667,27516.6667
63716.6667,28950
63733.3333,22716.6667
63733.3333,23016.6667
63733.3333,23066.6667
63733.3333,23300
63733.3333,23483.3333
63733.3333,23816.6667
63733.3333,25683.3333
63733.3333,25850
63733.3333,26350
63733.3333,26533.3333
63733.3333,26716.6667
63733.3333,27416.6667
63733.3333,27500
63733.3333,28666.6667
63733.3333,28700
63733.3333,28983.3333
63733.3333,29166.6667
63750,22716.6667
63750,22733.3333
63750,22800
63750,22883.3333
63750,23016.6667
63750,23166.6667
63750,23283.3333
63750,23350
63750,23383.3333
63750,23450
63750,25333.3333
63750,26016.6667
63750,26033.3333
63750,26366.6667
63750,26566.6667
63750,26816.6667
63750,27016.6667
63750,27383.3333
63750,27550
63750,28683.3333
63750,28700
63750,28800
63750,29466.6667
63766.6667,22716.6667
63766.6667,23000
63766.6667,23183.3333
63766.6667,23200
63766.6667,23333.3333
63766.6667,23383.3333
63766.6667,23450
63766.6667,23600
63766.6667,24250
63766.6667,25950
63766.6667,26100
63766.6667,26350
63766.6667,26433.3333
63766.6667,26766.6667
63766.6667,26833.3333
63766.6667,26983.3333
63766.6667,27050
63766.6667,27133.3333
63766.6667,27216.6667
63766.6667,27233.3333
63766.6667,27333.3333
63766.6667,27633.3333
63766.6667,27650
63766.6667,28650
63766.6667,29016.6667
63780,22602.7778
63783.3333,25950
63783.3333,27150
63783.3333,27333.3333
63783.3333,27433.3333
63783.3333,27800
63783.3333,28083.3333
63783.3333,28633.3333
63800,22716.6667
63800,22783.3333
63800,22900
63800,22950
63800,23133.3333
63800,23366.6667
63800,23566.6667
63800,25733.3333
63800,26433.3333
63800,26633.3333
63800,26900
63800,26916.6667
63800,26933.3333
63800,27416.6667
63800,27433.3333
63800,28233.3333
63800,28550
63800,29050
63802.7778,22916.6667
63816.6667,22716.6667
63816.6667,22800
63816.6667,22816.6667
63816.6667,22866.6667
63816.6667,22933.3333
63816.6667,22966.6667
63816.6667,23066.6667
63816.6667,23133.3333
63816.6667,23166.6667
63816.6667,23216.6667
63816.6667,24183.3333
63816.6667,24550
63816.6667,25266.6667
63816.6667,25983.3333
63816.6667,26300
63816.6667,26350
63816.6667,26366.6667
63816.6667,26500
63816.6667,27066.6667
63816.6667,28600
63816.6667,29016.6667
63816.6667,29483.3333
63833.3333,22866.6667
63833.3333,22916.6667
63833.3333,23033.3333
63833.3333,23083.3333
63833.3333,23116.6667
63833.3333,23133.3333
63833.3333,23166.6667
63833.3333,23183.3333
63833.3333,23216.6667
63833.3333,23383.3333
63833.3333,23466.6667
63833.3333,23516.6667
63833.3333,23566.6667
63833.3333,23883.3333
63833.3333,24583.3333
63833.3333,25416.6667
63833.3333,25866.6667
63833.3333,26466.6667
63833.3333,26883.3333
63833.3333,27083.3333
63833.3333,27233.3333
63833.3333,27883.3333
63833.3333,29983.3333
63850,23100
63850,23133.3333
63850,23166.6667
63850,23283.3333
63850,23366.6667
63850,23533.3333
63850,23616.6667
63850,23883.3333
63850,24166.6667
63850,25000
63850,25133.3333
63850,25333.3333
63850,25800
63850,25850
63850,26350
63850,26400
63850,27433.3333
63866.6667,23283.3333
63866.6667,23433.3333
63866.6667,23516.6667
63866.6667,23550
63866.6667,23666.6667
63866.6667,24966.6667
63866.6667,26416.6667
63866.6667,26466.6667
63866.6667,26616.6667
63866.6667,26900
63866.6667,27400
63866.6667,27433.3333
63883.3333,23116.6667
63883.3333,23433.3333
63883.3333,23866.6667
63883.3333,24000
63883.3333,24666.6667
63883.3333,25550
63883.3333,26433.3333
63883.3333,26850
63883.3333,26916.6667
63883.3333,27366.6667
63883.3333,28500
63900,23333.3333
63900,23400
63900,23583.3333
63900,23850
63900,23900
63900,23933.3333
63900,24250
63900,24500
63900,24533.3333
63900,24833.3333
63900,25166.6667
63900,25783.3333
63900,26700
63900,27500
63900,27533.3333
63900,28400
63900,29500
63916.6667,23400
63916.6667,23666.6667
63916.6667,23700
63916.6667,23833.3333
63916.6667,24166.6667
63916.6667,24233.3333
63916.6667,24566.6667
63916.6667,24583.3333
63916.6667,24966.6667
63916.6667,25750
63916.6667,25850
63916.6667,26566.6667
63916.6667,26750
63916.6667,27350
63916.6667,27433.3333
63916.6667,27550
63916.6667,28250
63916.6667,28550
63916.6667,29933.3333
63933.3333,23433.3333
63933.3333,23766.6667
63933.3333,23866.6667
63933.3333,23883.3333
63933.3333,24433.3333
63933.3333,24633.3333
63933.3333,25083.3333
63933.3333,25200
63933.3333,25866.6667
63933.3333,25916.6667
63933.3333,26416.6667
63933.3333,26850
63933.3333,29966.6667
63950,23716.6667
63950,23733.3333
63950,23850
63950,24250
63950,25283.3333
63950,25366.6667
63950,25766.6667
63950,25900
63950,26133.3333
63950,26150
63950,26833.3333
63950,28700
63950,28750
63950,28816.6667
63950,28850
63950,29050
63950,29233.3333
63950,29616.6667
63966.6667,23450
63966.6667,23600
63966.6667,23700
63966.6667,24766.6667
63966.6667,25350
63966.6667,25633.3333
63966.6667,25766.6667
63966.6667,25983.3333
63966.6667,26650
63966.6667,26750
63966.6667,27866.6667
63966.6667,28116.6667
63966.6667,28450
63966.6667,28650
63966.6667,28983.3333
63983.3333,23433.3333
63983.3333,23566.6667
63983.3333,23950
63983.3333,24300
63983.3333,25633.3333
63983.3333,25666.6667
63983.3333,25900
63983.3333,26333.3333
63983.3333,26550
63983.3333,28600
63983.3333,28766.6667
63983.3333,29250
64000,23416.6667
64000,23550
64000,23750
64000,23916.6667
64000,24750
64000,25066.6667
64000,25283.3333
64000,28100
64000,28550
64000,29650
64016.6667,23500
64016.6667,23616.6667
64016.6667,23733.3333
64016.6667,24266.6667
64016.6667,24466.6667
64016.6667,24766.6667
64016.6667,25000
64016.6667,25233.3333
64016.6667,25766.6667
64016.6667,25800
64016.6667,25816.6667
64016.6667,26316.6667
64016.6667,26333.3333
64016.6667,26600
64016.6667,27400
64016.6667,27450
64016.6667,27800
64016.6667,28200
64016.6667,28250
64016.6667,28266.6667
64016.6667,28433.3333
64016.6667,28500
64016.6667,28550
64016.6667,28633.3333
64016.6667,28816.6667
64016.6667,29966.6667
64016.6667,30116.6667
64016.6667,30250
64033.3333,23683.3333
64033.3333,24050
64033.3333,24466.6667
64033.3333,24716.6667
64033.3333,25066.6667
64033.3333,25166.6667
64033.3333,25550
64033.3333,25633.3333
64033.3333,25800
64033.3333,26033.3333
64033.3333,26050
64033.3333,27016.6667
64033.3333,27033.3333
64033.3333,27350
64033.3333,27466.6667
64033.3333,27783.3333
64033.3333,28116.6667
64033.3333,28166.6667
64033.3333,28266.6667
64033.3333,28416.6667
64033.3333,28600
64033.3333,28633.3333
64033.3333,28750
64033.3333,28816.6667
64033.3333,30266.6667
64033.3333,30383.3333
64033.3333,30400
64050,23433.3333
64050,23900
64050,24133.3333
64050,24216.6667
64050,24266.6667
64050,24516.6667
64050,24566.6667
64050,24650
64050,24666.6667
64050,25483.3333
64050,25716.6667
64050,26650
64050,26933.3333
64050,27016.6667
64050,27666.6667
64050,28066.6667
64050,28100
64050,28183.3333
64050,28400
64050,28533.3333
64050,28750
64050,28766.6667
64050,29300
64050,30000
64050,30400
64066.6667,23650
64066.6667,24200
64066.6667,24450
64066.6667,24550
64066.6667,24666.6667
64066.6667,24783.3333
64066.6667,25100
64066.6667,25366.6667
64066.6667,25466.6667
64066.6667,26100
64066.6667,26900
64066.6667,26950
64066.6667,27566.6667
64066.6667,27683.3333
64066.6667,28050
64066.6667,28116.6667
64066.6667,28383.3333
64066.6667,28566.6667
64066.6667,28666.6667
64066.6667,28850
64066.6667,29833.3333
64066.6667,30050
64066.6667,30283.3333
64083.3333,23650
64083.3333,23766.6667
64083.3333,23900
64083.3333,24433.3333
64083.3333,24483.3333
64083.3333,24550
64083.3333,24833.3333
64083.3333,25300
64083.3333,25333.3333
64083.3333,25483.3333
64083.3333,26216.6667
64083.3333,27483.3333
64083.3333,27650
64083.3333,27700
64083.3333,27733.3333
64083.3333,27866.6667
64083.3333,28000
64083.3333,28083.3333
64083.3333,28200
64083.3333,28316.6667
64083.3333,28416.6667
64083.3333,28550
64083.3333,28650
64083.3333,28666.6667
64083.3333,28716.6667
64083.3333,28816.6667
64083.3333,29216.6667
64083.3333,29433.3333
64083.3333,29783.3333
64083.3333,30200
64100,24050
64100,24183.3333
64100,24466.6667
64100,24850
64100,26316.6667
64100,27183.3333
64100,27300
64100,27450
64100,27716.6667
64100,27733.3333
64100,27750
64100,27900
64100,27950
64100,28000
64100,28166.6667
64100,28200
64100,28300
64100,28333.3333
64100,28350
64100,28416.6667
64100,28466.6667
64100,28516.6667
64100,28700
64100,28800
64100,28966.6667
64100,29250
64100,29316.6667
64100,29383.3333
64100,29533.3333
64100,29550
64116.6667,23650
64116.6667,23666.6667
64116.6667,23833.3333
64116.6667,24466.6667
64116.6667,24666.6667
64116.6667,25250
64116.6667,25400
64116.6667,25483.3333
64116.6667,25950
64116.6667,26283.3333
64116.6667,27100
64116.6667,27233.3333
64116.6667,27283.3333
64116.6667,27400
64116.6667,27466.6667
64116.6667,27716.6667
64116.6667,28200
64116.6667,28216.6667
64116.6667,28250
64116.6667,28300
64116.6667,28316.6667
64116.6667,28433.3333
64116.6667,28466.6667
64116.6667,28583.3333
64116.6667,28633.3333
64116.6667,28750
64116.6667,28766.6667
64116.6667,29366.6667
64116.6667,30033.3333
64133.3333,23800
64133.3333,24016.6667
64133.3333,24150
64133.3333,24316.6667
64133.3333,24750
64133.3333,25250
64133.3333,25366.6667
64133.3333,25433.3333
64133.3333,26166.6667
64133.3333,26950
64133.3333,27300
64133.3333,27900
64133.3333,28083.3333
64133.3333,28250
64133.3333,28316.6667
64133.3333,28416.6667
64133.3333,28466.6667
64133.3333,28566.6667
64133.3333,28683.3333
64133.3333,28900
64133.3333,29516.6667
64133.3333,30100
64150,23833.3333
64150,24300
64150,24616.6667
64150,24716.6667
64150,25050
64150,25300
64150,25316.6667
64150,26350
64150,26483.3333
64150,27166.6667
64150,27200
64150,27283.3333
64150,27300
64150,27933.3333
64150,27983.3333
64150,28616.6667
64150,28816.6667
64150,28916.6667
64150,28950
64150,30083.3333
64150,30166.6667
64166.6667,23700
64166.6667,24266.6667
64166.6667,24300
64166.6667,24533.3333
64166.6667,24616.6667
64166.6667,25166.6667
64166.6667,25366.6667
64166.6667,25433.3333
64166.6667,25533.3333
64166.6667,25966.6667
64166.6667,26033.3333
64166.6667,26416.6667
64166.6667,27183.3333
64166.6667,27266.6667
64166.6667,27800
64166.6667,27883.3333
64166.6667,27966.6667
64166.6667,28000
64166.6667,28166.6667
64166.6667,28183.3333
64166.6667,28200
64166.6667,28216.6667
64166.6667,28233.3333
64166.6667,28250
64166.6667,28300
64166.6667,28450
64166.6667,28466.6667
64166.6667,28516.6667
64166.6667,28583.3333
64166.6667,28750
64166.6667,29150
64166.6667,29250
64166.6667,29316.6667
64166.6667,29466.6667
64183.3333,23733.3333
64183.3333,23750
64183.3333,24066.6667
64183.3333,24183.3333
64183.3333,24200
64183.3333,24750
64183.3333,25033.3333
64183.3333,25483.3333
64183.3333,25800
64183.3333,27000
64183.3333,27016.6667
64183.3333,27233.3333
64183.3333,27800
64183.3333,28000
64183.3333,28233.3333
64183.3333,28350
64183.3333,28466.6667
64183.3333,28600
64183.3333,29100
64183.3333,30266.6667
64200,23766.6667
64200,24050
64200,24116.6667
64200,24133.3333
64200,24450
64200,24500
64200,25033.3333
64200,25366.6667
64200,25450
64200,26466.6667
64200,26516.6667
64200,27016.6667
64200,27083.3333
64200,27100
64200,27133.3333
64200,27300
64200,27966.6667
64200,27983.3333
64200,28033.3333
64200,28483.3333
64200,28516.6667
64200,28633.3333
64200,28733.3333
64200,29450
64200,29583.3333
64216.6667,24283.3333
64216.6667,24383.3333
64216.6667,25050
64216.6667,25316.6667
64216.6667,25433.3333
64216.6667,26316.6667
64216.6667,27066.6667
64216.6667,27133.3333
64216.6667,27716.6667
64216.6667,27750
64216.6667,28033.3333
64216.6667,28083.3333
64216.6667,28116.6667
64216.6667,28200
64216.6667,28233.3333
64216.6667,28250
64216.6667,28366.6667
64216.6667,28466.6667
64216.6667,29450
64216.6667,29750
64216.6667,30283.3333
64233.3333,23983.3333
64233.3333,24016.6667
64233.3333,24283.3333
64233.3333,24350
64233.3333,24616.6667
64233.3333,24700
64233.3333,24800
64233.3333,25766.6667
64233.3333,26333.3333
64233.3333,26950
64233.3333,26966.6667
64233.3333,27000
64233.3333,27466.6667
64233.3333,27616.6667
64233.3333,27683.3333
64233.3333,27700
64233.3333,27733.3333
64233.3333,28083.3333
64233.3333,28100
64233.3333,28150
64233.3333,28300
64233.3333,28366.6667
64233.3333,28566.6667
64233.3333,29216.6667
64233.3333,29350
64233.3333,29716.6667
64233.3333,30416.6667
64250,23916.6667
64250,23950
64250,23966.6667
64250,24266.6667
64250,24583.3333
64250,24716.6667
64250,24833.3333
64250,24950
64250,25016.6667
64250,25400
64250,25700
64250,26600
64250,26650
64250,26950
64250,26966.6667
64250,27083.3333
64250,27583.3333
64250,27750
64250,28050
64250,28383.3333
64250,28516.6667
64250,28550
64250,29100
64250,29466.6667
64250,29500
64266.6667,23916.6667
64266.6667,23950
64266.6667,23966.6667
64266.6667,24583.3333
64266.6667,24616.6667
64266.6667,24800
64266.6667,24833.3333
64266.6667,24900
64266.6667,25600
64266.6667,25700
64266.6667,25866.6667
64266.6667,26133.3333
64266.6667,27050
64266.6667,27583.3333
64266.6667,27616.6667
64266.6667,27633.3333
64266.6667,27733.3333
64266.6667,27750
64266.6667,27866.6667
64266.6667,27900
64266.6667,28200
64266.6667,28233.3333
64266.6667,28250
64266.6667,28483.3333
64266.6667,28733.3333
64266.6667,29850
64283.3333,24883.3333
64283.3333,24933.3333
64283.3333,25833.3333
64283.3333,26333.3333
64283.3333,26583.3333
64283.3333,26916.6667
64283.3333,27583.3333
64283.3333,27616.6667
64283.3333,27633.3333
64283.3333,27733.3333
64283.3333,28200
64283.3333,28366.6667
64283.3333,28633.3333
64283.3333,29033.3333
64300,24200
64300,24300
64300,24450
64300,24550
64300,24900
64300,24966.6667
64300,26150
64300,26416.6667
64300,26550
64300,27683.3333
64300,27750
64300,27833.3333
64300,27866.6667
64300,27916.6667
64300,27966.6667
64300,28516.6667
64300,28816.6667
64300,29066.6667
64300,29483.3333
64300,29683.3333
64300,30166.6667
64316.6667,24950
64316.6667,25383.3333
64316.6667,25933.3333
64316.6667,26350
64316.6667,27450
64316.6667,27550
64316.6667,27866.6667
64316.6667,27933.3333
64316.6667,28216.6667
64316.6667,28233.3333
64316.6667,28500
64316.6667,29083.3333
64316.6667,29133.3333
64333.3333,23950
64333.3333,24083.3333
64333.3333,24550
64333.3333,24866.6667
64333.3333,25133.3333
64333.3333,25300
64333.3333,25450
64333.3333,25866.6667
64333.3333,26033.3333
64333.3333,26200
64333.3333,26400
64333.3333,26916.6667
64333.3333,27383.3333
64333.3333,27500
64333.3333,27516.6667
64333.3333,27816.6667
64333.3333,27866.6667
64333.3333,28083.3333
64333.3333,28216.6667
64350,23966.6667
64350,24400
64350,24983.3333
64350,25233.3333
64350,25966.6667
64350,26283.3333
64350,26483.3333
64350,26516.6667
64350,26766.6667
64350,26783.3333
64350,27316.6667
64350,27450
64350,27500
64350,27600
64350,28050
64350,28066.6667
64350,28083.3333
64350,28150
64350,28616.6667
64350,28633.3333
64350,29833.3333
64366.6667,24350
64366.6667,24600
64366.6667,25033.3333
64366.6667,25500
64366.6667,25916.6667
64366.6667,26316.6667
64366.6667,27483.3333
64366.6667,27566.6667
64366.6667,27833.3333
64366.6667,27900
64366.6667,27933.3333
64366.6667,27950
64366.6667,28066.6667
64366.6667,28600
64366.6667,28650
64383.3333,24016.6667
64383.3333,24366.6667
64383.3333,25033.3333
64383.3333,25083.3333
64383.3333,27133.3333
64383.3333,27600
64383.3333,27666.6667
64383.3333,28383.3333
64400,24100
64400,25350
64400,25500
64400,25850
64400,26333.3333
64400,27116.6667
64400,27166.6667
64400,27200
64400,27450
64400,27466.6667
64400,27650
64400,27666.6667
64400,27700
64400,27933.3333
64400,27983.3333
64400,28066.6667
64400,28233.3333
64416.6667,24300
64416.6667,24650
64416.6667,24700
64416.6667,24983.3333
64416.6667,25133.3333
64416.6667,25150
64416.6667,25216.6667
64416.6667,26400
64416.6667,27400
64416.6667,27416.6667
64416.6667,27483.3333
64416.6667,27583.3333
64416.6667,27616.6667
64416.6667,27666.6667
64416.6667,27800
64416.6667,27833.3333
64416.6667,28050
64416.6667,29266.6667
64416.6667,29383.3333
64433.3333,24183.3333
64433.3333,24400
64433.3333,24516.6667
64433.3333,25800
64433.3333,26466.6667
64433.3333,26800
64433.3333,26816.6667
64433.3333,27400
64433.3333,27566.6667
64433.3333,27666.6667
64433.3333,27783.3333
64433.3333,27966.6667
64433.3333,28033.3333
64433.3333,28066.6667
64433.3333,28200
64433.3333,28216.6667
64433.3333,28316.6667
64433.3333,28600
64433.3333,29533.3333
64450,24416.6667
64450,24950
64450,25716.6667
64450,26550
64450,26600
64450,26783.3333
64450,27416.6667
64450,27466.6667
64450,27566.6667
64450,27683.3333
64450,27700
64450,27800
64450,27833.3333
64450,28200
64450,28333.3333
64450,28366.6667
64450,28400
64450,29050
64450,29216.6667
64466.6667,24216.6667
64466.6667,24233.3333
64466.6667,24916.6667
64466.6667,25133.3333
64466.6667,25666.6667
64466.6667,26550
64466.6667,27466.6667
64466.6667,27783.3333
64466.6667,27800
64466.6667,27833.3333
64466.6667,28150
64466.6667,28216.6667
64466.6667,28300
64466.6667,28366.6667
64466.6667,28716.6667
64466.6667,29183.3333
64483.3333,24333.3333
64483.3333,25000
64483.3333,25316.6667
64483.3333,26766.6667
64483.3333,27400
64483.3333,27900
64483.3333,27983.3333
64483.3333,28166.6667
64483.3333,28283.3333
64483.3333,28333.3333
64483.3333,28416.6667
64483.3333,28633.3333
64483.3333,29100
64483.3333,29116.6667
64483.3333,29500
64483.3333,29600
64483.3333,29900
64500,24650
64500,24700
64500,25050
64500,26450
64500,26666.6667
64500,27916.6667
64500,28083.3333
64500,28216.6667
64500,28966.6667
64500,29983.3333
64516.6667,24366.6667
64516.6667,24816.6667
64516.6667,25050
64516.6667,25650
64516.6667,26400
64516.6667,26650
64516.6667,27016.6667
64516.6667,27133.3333
64516.6667,27216.6667
64516.6667,27583.3333
64516.6667,27783.3333
64516.6667,27916.6667
64516.6667,28100
64516.6667,28433.3333
64516.6667,29450
64516.6667,29966.6667
64533.3333,24366.6667
64533.3333,25200
64533.3333,25350
64533.3333,25800
64533.3333,26333.3333
64533.3333,27916.6667
64533.3333,28200
64533.3333,28283.3333
64533.3333,28333.3333
64533.3333,28366.6667
64550,24383.3333
64550,25283.3333
64550,25500
64550,26300
64550,27166.6667
64550,27233.3333
64550,27250
64550,28000
64550,28183.3333
64550,28283.3333
64550,28316.6667
64550,28800
64550,28966.6667
64550,29150
64550,29216.6667
64550,29616.6667
64550,29666.6667
64566.6667,24400
64566.6667,24450
64566.6667,24683.3333
64566.6667,25166.6667
64566.6667,26300
64566.6667,26800
64566.6667,26833.3333
64566.6667,27500
64566.6667,27583.3333
64566.6667,27716.6667
64566.6667,27733.3333
64566.6667,28216.6667
64566.6667,28700
64566.6667,28933.3333
64566.6667,29016.6667
64583.3333,24516.6667
64583.3333,24600
64583.3333,24633.3333
64583.3333,24700
64583.3333,26016.6667
64583.3333,26266.6667
64583.3333,26666.6667
64583.3333,26750
64583.3333,26800
64583.3333,27166.6667
64583.3333,27466.6667
64583.3333,28050
64583.3333,28066.6667
64583.3333,28550
64583.3333,28833.3333
64583.3333,29016.6667
64583.3333,29116.6667
64583.3333,29133.3333
64600,24400
64600,24766.6667
64600,25016.6667
64600,25200
64600,25716.6667
64600,26633.3333
64600,27783.3333
64600,27866.6667
64600,28083.3333
64600,28166.6667
64600,28233.3333
64600,28300
64600,28666.6667
64600,28783.3333
64600,28950
64600,28966.6667
64600,29116.6667
64600,29133.3333
64600,29150
64616.6667,24400
64616.6667,24616.6667
64616.6667,25050
64616.6667,26433.3333
64616.6667,26616.6667
64616.6667,27783.3333
64616.6667,27800
64616.6667,28316.6667
64616.6667,28383.3333
64616.6667,29133.3333
64616.6667,29500
64633.3333,24650
64633.3333,25150
64633.3333,25300
64633.3333,25400
64633.3333,25800
64633.3333,26150
64633.3333,26566.6667
64633.3333,27900
64633.3333,27916.6667
64633.3333,27933.3333
64633.3333,28183.3333
64633.3333,28583.3333
64633.3333,28600
64633.3333,28966.6667
64650,24466.6667
64650,24716.6667
64650,26400
64650,26416.6667
64650,26533.3333
64650,27666.6667
64650,27916.6667
64650,27966.6667
64650,27983.3333
64650,28383.3333
64650,28850
64650,30066.6667
64666.6667,24433.3333
64666.6667,24483.3333
64666.6667,24500
64666.6667,24600
64666.6667,25100
64666.6667,25600
64666.6667,26033.3333
64666.6667,26550
64666.6667,27050
64666.6667,27066.6667
64666.6667,27133.3333
64666.6667,27666.6667
64666.6667,27766.6667
64666.6667,27900
64666.6667,28316.6667
64666.6667,28533.3333
64666.6667,29500
64666.6667,29800
64683.3333,24483.3333
64683.3333,26233.3333
64683.3333,26250
64683.3333,27616.6667
64683.3333,27633.3333
64683.3333,27800
64683.3333,28200
64683.3333,28216.6667
64683.3333,28516.6667
64683.3333,28950
64683.3333,29216.6667
64700,24533.3333
64700,24583.3333
64700,25383.3333
64700,26000
64700,27100
64700,27116.6667
64700,27750
64700,27816.6667
64700,28616.6667
64700,28950
64700,29233.3333
64716.6667,24966.6667
64716.6667,25533.3333
64716.6667,26516.6667
64716.6667,26850
64716.6667,28666.6667
64716.6667,29500
64733.3333,24600
64733.3333,24966.6667
64733.3333,26300
64733.3333,27333.3333
64733.3333,27350
64733.3333,27516.6667
64733.3333,27783.3333
64733.3333,28150
64733.3333,28600
64733.3333,29450
64750,24600
64750,24916.6667
64750,26383.3333
64750,27300
